imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
64855,http://www.imdb.com/title/tt64855,Putney Swope (1969),6.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2Y4ZGZiZTAtODYzZS00NGQ0LTkyYmYtNWY1Y2M0ZmY0NWJjL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1907628,http://www.imdb.com/title/tt1907628,"Bis zum Horizont, dann links! (2012)",5.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2YwMGJmMTctNDI5ZC00NjAyLWJlMmEtNzk1NjgyNjRhZjQzXkEyXkFqcGdeQXVyNjE4MjY2MDg@._V1_UY268_CR2,0,182,268_AL_.jpg"
3467440,http://www.imdb.com/title/tt3467440,Up in the Wind (2013),5.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2YyNDk1YjEtMTkxMi00ZmRiLWJjMGQtMzE3ODljZTgzYWMyXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
3651358,http://www.imdb.com/title/tt3651358,Ti sposo ma non troppo (2014),5.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2ZkZTM4MWMtNDk4MC00ZWRjLTk2OTMtZjQzZTA4YzEzMGJjXkEyXkFqcGdeQXVyMzY2NTkyMTA@._V1_UY268_CR3,0,182,268_AL_.jpg"
91042,http://www.imdb.com/title/tt91042,Ferris Bueller's Day Off (1986),7.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDA0NjZhZWUtNmI2NC00MmFjLTgwZDYtYzVjZmNhMDVmOTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
16394,http://www.imdb.com/title/tt16394,Stage Struck (1925),8.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDA0OGVkYjgtNjg2My00ZjQ2LTgzMzMtMWNiY2IxY2I2MGU1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UY268_CR26,0,182,268_AL_.jpg"
3783464,http://www.imdb.com/title/tt3783464,Be dune saade chaar (2009),7.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDA5NWY2NjUtZjg3My00OGRkLTg3NGYtOThmYmQyYWFjZWUyXkEyXkFqcGdeQXVyMTgwMjgwMjM@._V1_UY268_CR6,0,182,268_AL_.jpg"
2146038,http://www.imdb.com/title/tt2146038,Umbkotid (2012),5.6,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDAxNWY4OWQtNDI5Yi00MTJjLWIyZTMtODhhOGY4N2RjZjEwXkEyXkFqcGdeQXVyMjMzOTcxMTI@._V1_UY268_CR106,0,182,268_AL_.jpg"
48039,http://www.imdb.com/title/tt48039,Un eroe dei nostri tempi (1957),6.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDBkYjk3YzAtZmI3NS00NjAwLThlYjktOTI0ZDFiNDE1YjQzXkEyXkFqcGdeQXVyODAwNTI5NQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
2572160,http://www.imdb.com/title/tt2572160,Bingo (2013),4.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDc0ZGNiYzQtZGRkMy00YTYwLTliZDgtY2IyZThiOTYxMGJkXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_UY268_CR3,0,182,268_AL_.jpg"
57683,http://www.imdb.com/title/tt57683,Who's Minding the Store? (1963),6.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDdkMzdmYjYtYWE5Zi00YTgzLTg1MGYtZDRlZDQzNWEyN2ZiXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
5240748,http://www.imdb.com/title/tt5240748,Brahman Naman (2016),5.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDdlYWI3YWMtZmNhMC00NzZhLWI2ZWMtNjZmZDE2ZDYzMzRmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
82904,http://www.imdb.com/title/tt82904,Pierino contro tutti (1981),4.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDdlZDdkNTctZjIyMS00NWM5LThjZWItMjIyMDRmYjY2N2E5XkEyXkFqcGdeQXVyNjA4MDAyNTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
406222,http://www.imdb.com/title/tt406222,SkrÌ_tek (2005),7.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDE1OWRiMzEtNDBlMy00OWQxLWE4ZjUtY2E2MGViMzljZTBlXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
38367,http://www.imdb.com/title/tt38367,Blondie Knows Best (1946),7.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDE2NTA2NGEtM2Q0OC00NzAyLThkN2YtMmQ3YTJkMWE0MjRhXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
39472,http://www.imdb.com/title/tt39472,Honeymoon (1947),6.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDFhYjNlMTktYTA4ZC00YmE1LTgzYmMtYTI2NDNmOGMwNzVkXkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_UY268_CR2,0,182,268_AL_.jpg"
456554,http://www.imdb.com/title/tt456554,Grandma's Boy (2006),7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDFiYzQ0NzktMGNkNy00YTQ0LTgxODgtNDViNGIxMTc1NGFjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
90818,http://www.imdb.com/title/tt90818,The Check Is in the Mail... (1986),4.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDFkNjJhMGYtYWFmMS00YTY4LWE3M2MtZWM4NjcwYjc4MGFmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
305224,http://www.imdb.com/title/tt305224,Anger Management (2003),6.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDg1YTNiODItZGYyOC00NGIwLWI3MjYtMTY3NDQ0ZDIwYjBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2095008,http://www.imdb.com/title/tt2095008,Wyjazd integracyjny (2011),3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDI3YTU1OWItY2MyMi00ZWE5LTlhYmYtY2IxMjJiYThiYzhiXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
50813,http://www.imdb.com/title/tt50813,A Tailor's Maid (1957),7.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDI5ZDE4NDEtM2Y0Mi00NTM3LWIyNDItY2I2NzdmZDNiOGNjXkEyXkFqcGdeQXVyNjE0OTI1MA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
798423,http://www.imdb.com/title/tt798423,Kariseuma talchulgi (2006),6.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDIyMWYzYzMtOTQwOS00MDFiLTk1NWYtZjg2MzYxMTEzMWExXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY268_CR2,0,182,268_AL_.jpg"
1794850,http://www.imdb.com/title/tt1794850,La vÌ©ritÌ© si je mens! 3 (2012),5.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDJlNjdmZjItMjI0OS00NWNjLTg1MmItM2M4MjQ4NmVjOWIwXkEyXkFqcGdeQXVyNTY0OTgzMzU@._V1_UY268_CR9,0,182,268_AL_.jpg"
148110,http://www.imdb.com/title/tt148110,The Ernest Film Festival (1986),7.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDk2ZDgwMjktYmZlZC00YzllLWI0Y2MtY2NkNzUyM2FhOGM3XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
252490,http://www.imdb.com/title/tt252490,Hababam Sinifi Uyaniyor (1976),8.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDk3NTRlMzgtZDc3OS00MGY4LWFlYjEtOTAyODA2MWEwN2Y3XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UY268_CR2,0,182,268_AL_.jpg"
1753476,http://www.imdb.com/title/tt1753476,Bar Sport (2011),4.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDk5ZWIxYWUtM2MzMS00MDQwLWFmZDgtN2Y2YWY0MWU3YTNiXkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
3825738,http://www.imdb.com/title/tt3825738,Scusate se esisto! (2014),6.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDliM2Q0MDUtYTg3Yy00OTk5LWI2NjUtNjA5OGFlM2JiZDc0XkEyXkFqcGdeQXVyMTkyMTUwNzA@._V1_UY268_CR3,0,182,268_AL_.jpg"
377651,http://www.imdb.com/title/tt377651,Cialo (2003),6.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDljYzQ5ZWItMTI2ZC00N2ZmLWIzZmYtODE4MTNlN2YwYWQxXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
1573072,http://www.imdb.com/title/tt1573072,Housefull (2010),5.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDlkMmRkM2QtYmZiMi00NWYzLThmMjEtN2IwMTNhMDFkODA0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg"
49182,http://www.imdb.com/title/tt49182,Plucking the Daisy (1956),6,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDM0Yzc1ZDAtNDhmNi00NTUyLTg5Y2QtNGY2NzM3YzMzYjVkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
76532,http://www.imdb.com/title/tt76532,El patrullero 777 (1978),6.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDM1ZWY4NDItYTI3NC00NDM3LWIyYzQtNTQ5OGViMWRkODdlXkEyXkFqcGdeQXVyNDUzNzExOTE@._V1_UY268_CR2,0,182,268_AL_.jpg"
4000442,http://www.imdb.com/title/tt4000442,Pitza e datteri (2015),5.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDMxMjg0YTYtZjFhZC00OTY0LWFmOWItMDNmZjE0M2UzNjY3XkEyXkFqcGdeQXVyNjQ5NzQ0OTc@._V1_UY268_CR2,0,182,268_AL_.jpg"
115625,http://www.imdb.com/title/tt115625,The Barber of Rio (1996),6.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDNlN2RiNWYtMWEwNC00Nzk4LTg5NTEtMDViOTVkZDU0NGY5XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY268_CR2,0,182,268_AL_.jpg"
1233578,http://www.imdb.com/title/tt1233578,Torno a vivere da solo (2008),4.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDNlOWFmMzYtMTM4Mi00OWVmLTlmYWItNWUwMTc3OWVlZTQxXkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_UY268_CR3,0,182,268_AL_.jpg"
1935193,http://www.imdb.com/title/tt1935193,Doug Stanhope: Oslo - Burning the Bridge to Nowhere (2011),7.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDQ1ZDNkYjItNWQ0ZC00YzNlLWIyMmEtNWI4MmJmOWZkNmQzXkEyXkFqcGdeQXVyMTM3NjI1Mjg@._V1_UY268_CR87,0,182,268_AL_.jpg"
1056471,http://www.imdb.com/title/tt1056471,2061: Un anno eccezionale (2007),3.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDQ3MDk3OGMtNTQ2ZS00OWRkLTg0NzYtYWU1NmQzNmYzMGU2XkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
5069564,http://www.imdb.com/title/tt5069564,John Mulaney: The Comeback Kid (2015),7.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDQ3NjU0NmQtYjgyZS00MzIzLWJjNDEtMWY5YjczYjc0MTMyXkEyXkFqcGdeQXVyMjI0MjUyNTc@._V1_UY268_CR4,0,182,268_AL_.jpg"
91911,http://www.imdb.com/title/tt91911,Scuola di ladri (1986),5.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDQ4MGY3OTctYTczMC00ZTllLTkwNDQtMDQzODhhNjczOTdmXkEyXkFqcGdeQXVyMTQ0MDMxNTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
83587,http://www.imdb.com/title/tt83587,L'associí© (1979),6.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDQwNGUyMzUtNjVkZS00ZWI0LThlNzctYTFjMjI2OWQ3MWNhXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY268_CR8,0,182,268_AL_.jpg"
68941,http://www.imdb.com/title/tt68941,Metzitzim (1972),7.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDRhMDY3M2YtYWEyZS00N2EyLTgzNjYtZWU2MTY2ZTc5NjY4XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR99,0,182,268_AL_.jpg"
219288,http://www.imdb.com/title/tt219288,Samotíçri (2000),7.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDRhY2YxODAtNzFmNi00NGUxLWIzZWMtN2FmNzgyYWI4NTU2XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
79486,http://www.imdb.com/title/tt79486,Lost and Found (1979),5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDRjM2FkM2EtNGZjYS00Y2QzLTkzMGYtZDQ5NjljMTMzNGJlXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3761504,http://www.imdb.com/title/tt3761504,Ammutta muddica al cinema (2013),6.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDRjYjYzMmItZjExOS00M2Y0LWJlMWMtNDllNjEyYWUwZjc1XkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
1309409,http://www.imdb.com/title/tt1309409,Afstiros katallilo (2008),6.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDU0NjEzMTItYTIyMy00MzE4LTk5NDUtMjMwZTQwNzg0MjcyXkEyXkFqcGdeQXVyMTE0MDQ4NzI@._V1_UY268_CR4,0,182,268_AL_.jpg"
79912,http://www.imdb.com/title/tt79912,"Skatetown, U.S.A. (1979)",4.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDU0Y2YxY2QtZjFhNy00ZThlLTg4NTctYzM5YTMyMDQzYjQ2L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3673764,http://www.imdb.com/title/tt3673764,Kurage hime (2014),6.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDU0YmQyNjAtZGRjOC00YjBkLTg1MWItMmRjYTJjMGMzZjk4XkEyXkFqcGdeQXVyMjEyOTM1NzA@._V1_UY268_CR4,0,182,268_AL_.jpg"
60405,http://www.imdb.com/title/tt60405,The Queens (1966),6,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDU1YTY5ZTItZTMyMy00ZjVhLTg4YjEtMjU2MTM1MjI2Nzc4XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UX182_CR0,0,182,268_AL_.jpg"
2456720,http://www.imdb.com/title/tt2456720,Tutto tutto niente niente (2012),5.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDViMjZjZWMtYTNhYS00OTlmLWFiNTYtZDk1NDk3MjQ3YzAxXkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
381104,http://www.imdb.com/title/tt381104,La confiance rÌ¬gne (2004),5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDZjYzlhMTQtMGMzNC00MzI4LTkyZWItZGNmNTBhMTU1NmUwXkEyXkFqcGdeQXVyMTE4MzY3NTU@._V1_UY268_CR9,0,182,268_AL_.jpg"
93720,http://www.imdb.com/title/tt93720,PÌÇrralle Nga e Kaluara (1987),7.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDZmNmEyNzktMTRmMy00OTdjLWExZTgtZjgwZGJhNWRhNDQwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
68361,http://www.imdb.com/title/tt68361,The Discreet Charm of the Bourgeoisie (1972),8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGE3ZjZjNTUtY2RkNC00YWY2LWI3MDItNjMzYTZkMDUxMGJkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
109936,http://www.imdb.com/title/tt109936,Greedy (1994),6.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGE5YmRjZjEtMjNjMS00NDdjLWE4MDktZmFiZGQwYjA3ODYxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
1625098,http://www.imdb.com/title/tt1625098,Igualita a mi (2010),6.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGEwY2RlMzUtNDM4ZS00Mjk0LTg0YmUtMmRmODY2MjM3ZTJhXkEyXkFqcGdeQXVyMzU1ODUxOTk@._V1_UY268_CR10,0,182,268_AL_.jpg"
155028,http://www.imdb.com/title/tt155028,Pokhozhdeniya zubnogo vracha (1965),7.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGEyZGI2MDYtNDQyZC00NGM2LThjMTctYmNjODMyNWYzNGY0XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR5,0,182,268_AL_.jpg"
175142,http://www.imdb.com/title/tt175142,Scary Movie (2000),6.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGEzZjdjMGQtZmYzZC00N2I4LThiY2QtNWY5ZmQ3M2ExZmM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1409836,http://www.imdb.com/title/tt1409836,La matassa (2009),6.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGFiNzhiZDUtZjEyMy00ZTlmLWIxNWUtMGI5OTRlZjMxY2Y3XkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
416331,http://www.imdb.com/title/tt416331,Go for Zucker (2004),6.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGFkMTliYjctNDBhMC00MjUzLThiYzUtNjExYjEyNDc0M2NkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_UY268_CR4,0,182,268_AL_.jpg"
32186,http://www.imdb.com/title/tt32186,You're Missing the Point (1940),8.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGIwNDk0ODgtNGZmYS00NjdjLWFjZWQtMGRiNDE0NTE0YzIxXkEyXkFqcGdeQXVyMTIxNTU2NDA@._V1_UY268_CR4,0,182,268_AL_.jpg"
1678044,http://www.imdb.com/title/tt1678044,Frits en Freddy (2010),6.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGIxM2ZjNTktODZhOS00ZmVjLTljMWYtODJlNDNjNzEzZTBmXkEyXkFqcGdeQXVyMjg0ODcyNzU@._V1_UY268_CR9,0,182,268_AL_.jpg"
254942,http://www.imdb.com/title/tt254942,Akkare Akkare Akkare (1990),7.6,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGIzMGY0MGItMTJmMi00ZjhiLWFjODctYzFlYWQ3YzBjOTdhXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UY268_CR16,0,182,268_AL_.jpg"
49042,http://www.imdb.com/title/tt49042,The Rocket from Calabuch (1956),7.6,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGJiODZlYTEtOWI1NS00MTVkLWEyOWQtNjBkODg0Y2ZhYjJiXkEyXkFqcGdeQXVyMzY2MDk0MTk@._V1_UY268_CR1,0,182,268_AL_.jpg"
105717,http://www.imdb.com/title/tt105717,Vacanze di Natale '91 (1991),3.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGJkMzljZDItMDJiMC00YjJiLWIxOWItNTczMWExMGY4ODU5XkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UY268_CR3,0,182,268_AL_.jpg"
455577,http://www.imdb.com/title/tt455577,Kame wa igai to hayaku oyogu (2005),6.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGJmY2U0NmEtMGQzYy00MDdmLWJmMmEtYzg5MWJmNzc2ZjIzXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_UY268_CR4,0,182,268_AL_.jpg"
